,file_name,no loop transformation,loop tiling,loop interchange,loop skewing,loop fusion,loop distribution,loop reverse,loop shifting,other loop transformation
106,gesummv_0110,0,0,0,0,0,1,0,0,0
107,gramschmidt_0012,0,0,0,0,0,1,0,0,0
108,correlation_1111,0,1,1,0,1,1,0,0,1
109,cholesky_1100,0,1,0,0,1,0,0,0,1
110,seidel-2d_1010,0,1,0,1,0,0,0,0,0
111,atax_0101,0,0,0,0,0,1,0,0,0
112,trisolv_0011,0,0,0,0,1,1,0,0,1
113,jacobi-1d_0001,0,0,0,1,1,0,0,1,1
114,gemm_1102,0,1,1,0,1,0,0,0,1
115,adi_0002,0,0,0,0,0,0,1,0,1
116,nussinov_1112,0,1,0,0,0,0,1,0,1
117,nussinov_1000,0,1,0,0,0,0,1,0,1
118,cholesky_0101,0,0,0,0,1,0,0,0,1
119,durbin_0011,0,0,0,1,1,0,0,0,1
120,symm_0012,0,0,0,0,0,0,0,0,1
121,syr2k_1101,0,1,1,0,0,1,0,0,0
122,floyd-warshall_1000,0,1,0,0,0,0,0,0,0
123,syr2k_1011,0,1,1,0,0,1,0,0,0
124,3mm_1012,0,1,0,0,0,0,0,0,1
125,lu_1111,0,1,1,0,1,0,0,0,1
126,atax_0000,0,0,1,0,0,1,0,0,0
127,gramschmidt_1100,0,1,0,0,0,0,0,0,1
128,durbin_1000,0,1,0,0,0,0,0,0,1
129,bicg_1012,0,1,1,0,1,1,0,0,1
130,2mm_1010,0,1,0,0,0,1,0,0,0
131,2mm_0102,0,0,0,1,1,0,0,0,1
132,lu_0102,0,0,1,0,1,0,0,0,1
133,trmm_1011,0,1,1,0,0,1,0,0,0
134,jacobi-1d_1001,0,1,0,1,1,0,0,1,1
135,trmm_0001,0,0,1,0,0,1,0,0,0
136,seidel-2d_0112,0,0,0,1,0,0,0,0,0
137,deriche_0110,0,0,0,0,0,0,1,0,1
138,mvt_1110,0,1,1,0,0,0,0,0,0
139,correlation_0100,0,0,1,0,0,1,0,0,1
140,ludcmp_0100,0,0,0,0,0,0,0,0,1
141,syr2k_1001,0,1,1,0,0,1,0,0,0
142,syr2k_0012,0,0,1,0,1,0,0,0,0
143,nussinov_1012,0,1,0,0,0,0,1,0,1
144,trisolv_0101,0,0,0,0,1,1,0,0,1
145,correlation_1002,0,1,0,0,0,0,0,0,1
146,floyd-warshall_0110,1,0,0,0,0,0,0,0,0
147,nussinov_0101,0,0,0,0,0,0,1,0,1
148,fdtd-2d_0002,0,0,1,1,1,0,0,1,1
149,adi_0111,0,0,0,0,0,0,1,0,1
150,syrk_1110,0,1,1,0,0,1,0,0,0
151,lu_1102,0,1,1,0,1,0,0,0,1
152,fdtd-2d_1112,0,1,1,1,1,0,0,1,1
153,jacobi-1d_1102,0,1,0,1,1,0,0,1,1
154,correlation_0112,0,0,0,0,0,0,0,0,1
155,nussinov_0110,0,0,0,0,0,0,1,0,1
156,ludcmp_0011,0,0,0,0,0,0,0,0,1
157,syr2k_0110,0,0,1,0,0,1,0,0,0
158,nussinov_0010,0,0,0,0,0,0,1,0,1
159,correlation_0010,0,0,0,0,0,1,0,0,1
160,fdtd-2d_1102,0,1,1,1,1,0,0,1,1
161,heat-3d_1002,0,1,0,1,1,0,0,1,1
162,ludcmp_0012,0,0,0,0,0,0,0,0,1
163,atax_1111,0,1,0,0,0,1,0,0,0
164,correlation_1100,0,1,1,0,0,1,0,0,1
165,floyd-warshall_1102,0,1,0,0,0,0,0,0,0
166,floyd-warshall_0001,1,0,0,0,0,0,0,0,0
167,cholesky_1101,0,1,0,0,1,0,0,0,1
168,mvt_1011,0,1,0,0,1,0,0,0,0
169,fdtd-2d_1012,0,1,1,1,1,0,0,1,1
170,atax_0110,0,0,0,0,0,1,0,0,0
171,trisolv_0012,0,0,0,0,0,0,0,0,1
172,atax_0100,0,0,0,0,0,1,0,0,0
173,2mm_1001,0,1,0,0,0,0,0,0,1
174,durbin_0101,0,0,0,1,1,0,0,0,1
175,jacobi-1d_0102,0,0,0,1,1,0,0,1,1
176,jacobi-2d_1111,0,1,0,1,1,0,0,1,1
177,3mm_0110,0,0,1,0,0,1,0,0,0
178,lu_0101,0,0,1,0,1,0,0,0,1
179,symm_0000,0,0,0,0,0,1,0,0,1
180,3mm_0101,0,0,1,0,0,1,0,0,1
181,gramschmidt_1110,0,1,0,0,0,0,0,0,1
182,jacobi-2d_1001,0,1,0,1,1,0,0,1,1
183,deriche_1101,0,1,0,0,0,0,0,0,1
184,ludcmp_0111,0,0,0,0,0,0,0,0,1
185,trmm_1010,0,1,1,0,0,1,0,0,0
186,nussinov_1011,0,1,0,0,0,0,1,0,1
187,gemm_1110,0,1,0,0,0,1,0,0,0
188,gesummv_1001,0,1,0,0,0,1,0,0,0
189,lu_0112,0,0,1,0,1,0,0,0,1
190,heat-3d_1110,0,1,0,1,1,0,0,1,1
191,gemm_1002,0,1,1,0,1,0,0,0,1
192,cholesky_0010,0,0,0,0,1,0,0,0,1
193,doitgen_0012,0,0,0,0,0,1,0,0,1
194,jacobi-2d_1112,0,1,0,1,1,0,0,1,1
195,cholesky_0112,0,0,0,0,1,0,0,0,1
196,gemver_0100,0,0,1,0,0,0,0,0,0
197,seidel-2d_0001,0,0,0,1,0,0,0,0,0
198,syr2k_0112,0,0,1,0,1,0,0,0,0
199,adi_0011,0,0,0,0,0,0,1,0,1
200,mvt_0110,0,0,1,0,0,0,0,0,0
201,bicg_1112,0,1,1,0,1,1,0,0,1
202,trmm_0012,0,0,1,0,0,0,0,0,1
203,heat-3d_1011,0,1,0,1,1,0,0,1,1
204,syr2k_0011,0,0,1,0,0,1,0,0,0
205,gemver_0102,0,0,1,0,1,0,0,0,0
206,jacobi-2d_0000,0,0,0,1,1,0,0,1,1
207,2mm_1011,0,1,0,0,0,0,0,0,1
208,mvt_1101,0,1,0,0,1,0,0,0,0
209,2mm_0101,0,0,1,0,1,1,0,0,1
210,bicg_0000,0,0,1,0,0,1,0,0,0
211,covariance_1101,0,1,1,0,1,1,0,0,1
212,3mm_0012,0,0,1,1,1,0,0,0,1
213,deriche_0102,0,0,0,0,0,0,1,0,1
214,bicg_1100,0,1,0,0,0,1,0,0,0
215,syr2k_1111,0,1,1,0,0,1,0,0,0
216,gemm_1101,0,1,0,0,0,1,0,0,0
217,trmm_0002,0,0,1,0,0,0,0,0,1
218,3mm_1110,0,1,1,0,0,1,0,0,0
219,gesummv_1110,0,1,0,0,0,1,0,0,0
220,seidel-2d_0110,0,0,0,1,0,0,0,0,0
221,lu_1010,0,1,0,0,1,0,0,0,1
222,floyd-warshall_0012,1,0,0,0,0,0,0,0,0
223,jacobi-1d_0101,0,0,0,1,1,0,0,1,1
224,adi_1101,0,1,0,0,0,0,0,0,1
225,gemm_0101,0,0,0,0,0,1,0,0,0
226,seidel-2d_0000,0,0,0,1,0,0,0,0,0
227,gesummv_0102,0,0,0,0,0,1,0,0,0
228,2mm_1112,0,1,0,0,0,0,0,0,1
229,symm_1012,0,0,0,0,0,0,0,0,1
230,gemm_0100,0,0,0,0,0,1,0,0,0
231,2mm_1101,0,1,0,0,0,0,0,0,1
232,jacobi-1d_1111,0,1,0,1,1,0,0,1,1
233,trisolv_0001,0,0,0,0,1,1,0,0,1
234,trmm_1111,0,1,1,0,0,1,0,0,0
235,atax_0112,0,0,0,1,1,0,0,0,1
236,lu_1012,0,1,0,0,1,0,0,0,1
237,bicg_1102,0,1,1,0,1,1,0,0,1
238,jacobi-1d_1002,0,1,0,1,1,0,0,1,1
239,gemm_0010,0,0,1,0,0,1,0,0,0
240,trmm_0101,0,0,1,0,0,1,0,0,0
241,adi_1111,0,1,0,0,0,0,0,0,1
242,3mm_0111,0,0,1,0,0,1,0,0,1
243,cholesky_0102,0,0,0,0,1,0,0,0,1
244,gemm_1100,0,1,0,0,0,1,0,0,0
245,2mm_1102,0,1,0,0,0,0,0,0,1
246,syrk_0101,0,0,1,0,0,1,0,0,0
247,gramschmidt_0100,0,0,1,0,0,1,0,0,0
248,symm_1111,0,0,0,0,1,0,0,0,1
249,jacobi-1d_0011,0,0,0,1,1,0,0,1,1
250,ludcmp_0102,0,0,0,0,0,0,0,0,1
251,mvt_1100,0,1,1,0,0,0,0,0,0
252,nussinov_1002,0,1,0,0,0,0,1,0,1
253,gesummv_1000,0,1,0,0,0,1,0,0,0
254,bicg_0100,0,0,0,0,0,1,0,0,0
255,3mm_1001,0,1,0,0,0,0,0,0,1
256,deriche_0001,0,0,0,0,0,0,1,0,1
257,heat-3d_0101,0,0,0,1,1,0,0,1,1
258,bicg_0112,0,0,1,0,1,1,0,0,1
259,nussinov_0111,0,0,0,0,0,0,1,0,1
260,fdtd-2d_0001,0,0,1,1,1,0,0,1,1
261,ludcmp_0000,0,0,0,0,0,0,0,0,1
262,syr2k_1010,0,1,1,0,0,1,0,0,0
263,bicg_1002,0,1,1,0,1,1,0,0,1
264,3mm_0000,0,0,0,0,0,1,0,0,0
265,heat-3d_1010,0,1,0,1,1,0,0,1,1
266,ludcmp_1010,0,0,0,0,0,0,0,0,1
267,doitgen_1010,0,1,0,0,0,1,0,0,1
268,gemm_1111,0,1,0,0,0,1,0,0,0
269,ludcmp_1102,0,0,0,0,0,0,0,0,1
270,symm_0110,0,0,0,0,0,1,0,0,1
271,gemm_1112,0,1,1,0,1,0,0,0,1
272,gemver_1101,0,1,1,0,1,0,0,0,0
273,jacobi-2d_0001,0,0,0,1,1,0,0,1,1
274,fdtd-2d_1101,0,1,1,1,1,0,0,1,1
275,2mm_0112,0,0,0,1,1,0,0,0,1
276,gemm_0001,0,0,1,0,0,1,0,0,0
277,bicg_1010,0,1,1,0,0,1,0,0,0
278,covariance_0112,0,0,1,0,1,1,0,0,1
279,cholesky_1012,0,1,0,0,1,0,0,0,1
280,mvt_0112,0,0,0,0,1,0,0,0,0
281,gesummv_1101,0,1,0,0,0,1,0,0,0
282,covariance_0012,0,0,1,0,1,1,0,0,1
283,doitgen_0001,0,0,0,0,0,1,0,0,1
284,deriche_0100,0,0,0,0,0,0,1,0,1
285,fdtd-2d_0102,0,0,1,1,1,0,0,1,1
286,floyd-warshall_1100,0,1,0,0,0,0,0,0,0
287,heat-3d_1001,0,1,0,1,1,0,0,1,1
288,3mm_0102,0,0,1,1,1,0,0,0,1
289,mvt_1001,0,1,0,0,1,0,0,0,0
290,fdtd-2d_1002,0,1,1,1,1,0,0,1,1
291,lu_1112,0,1,1,0,1,0,0,0,1
292,cholesky_1011,0,1,0,0,1,0,0,0,1
293,gesummv_1111,0,1,0,0,0,1,0,0,0
294,atax_1001,0,1,1,0,0,1,0,0,0
295,floyd-warshall_1012,0,1,0,0,0,0,0,0,0
296,atax_1011,0,1,1,0,0,1,0,0,0
297,adi_1002,0,1,0,0,0,0,0,0,1
298,symm_1100,0,1,0,0,0,0,0,0,1
299,mvt_1002,0,1,0,0,1,0,0,0,0
300,doitgen_1102,0,1,1,0,0,1,0,0,1
301,gemver_0000,1,0,0,0,0,0,0,0,0
302,3mm_1010,0,1,0,0,0,1,0,0,0
303,gramschmidt_0001,0,0,0,0,0,1,0,0,0
304,atax_1101,0,1,0,0,0,1,0,0,0
305,doitgen_1100,0,1,1,0,0,1,0,0,1
306,gemver_1110,0,1,1,0,0,0,0,0,0
307,trmm_1012,0,1,1,0,0,0,0,0,1
308,correlation_0012,0,0,0,0,0,0,0,0,1
309,nussinov_1111,0,1,0,0,0,0,1,0,1
310,mvt_0000,0,0,0,0,0,0,0,0,0
311,correlation_1110,0,1,1,0,0,1,0,0,1
312,syrk_1112,0,1,1,0,1,0,0,0,1
313,floyd-warshall_0011,1,0,0,0,0,0,0,0,0
314,trisolv_0110,0,0,0,0,1,1,0,0,1
315,bicg_1001,0,1,1,0,0,1,0,0,0
316,gemver_1102,0,1,0,0,0,0,0,0,1
317,lu_0001,0,0,0,0,1,0,0,0,1
318,gemm_1001,0,1,1,0,0,1,0,0,0
319,gramschmidt_1112,0,1,0,0,0,0,0,0,1
320,floyd-warshall_0100,1,0,0,0,0,0,0,0,0
321,mvt_0101,0,0,0,0,1,0,0,0,0
322,seidel-2d_0100,0,0,0,1,0,0,0,0,0
323,jacobi-2d_1002,0,1,0,1,1,0,0,1,1
324,syrk_0002,0,0,1,0,1,0,0,0,0
325,trisolv_1001,0,1,0,0,1,1,0,0,1
326,atax_0012,0,0,0,1,1,0,0,0,1
327,gemver_1012,0,1,0,0,0,0,0,0,1
328,jacobi-2d_1102,0,1,0,1,1,0,0,1,1
329,nussinov_0102,0,0,0,0,0,0,1,0,1
330,syrk_1012,0,1,1,0,1,0,0,0,1
331,gramschmidt_1001,0,1,0,0,0,0,0,0,1
332,heat-3d_1000,0,1,0,1,1,0,0,1,1
333,cholesky_0002,0,0,0,0,1,0,0,0,1
334,symm_0001,0,0,0,0,1,0,0,0,1
335,jacobi-1d_0000,0,0,0,1,1,0,0,1,1
336,lu_0111,0,0,1,0,1,0,0,0,1
337,gemver_1010,0,1,0,0,0,0,0,0,0
338,mvt_1010,0,1,0,0,0,0,0,0,0
339,syrk_1111,0,1,1,0,0,1,0,0,0
340,jacobi-2d_1012,0,1,0,1,1,0,0,1,1
341,ludcmp_0002,0,0,0,0,0,0,0,0,1
342,floyd-warshall_0002,1,0,0,0,0,0,0,0,0
343,durbin_0001,0,0,0,1,1,0,0,0,1
344,correlation_0001,0,0,1,0,1,1,0,0,1
345,doitgen_0110,0,0,1,0,0,1,0,0,1
346,floyd-warshall_0112,1,0,0,0,0,0,0,0,0
347,gemm_1011,0,1,1,0,0,1,0,0,0
348,deriche_1001,0,1,0,0,0,0,0,0,1
349,trmm_0110,0,0,1,0,0,1,0,0,0
350,mvt_1111,0,1,0,0,1,0,0,0,0
351,jacobi-1d_1101,0,1,0,1,1,0,0,1,1
352,jacobi-1d_1010,0,1,0,1,1,0,0,1,1
353,fdtd-2d_0010,0,0,1,1,1,0,0,1,1
354,fdtd-2d_1000,0,1,1,1,1,0,0,1,1
355,durbin_0102,0,0,0,0,0,0,0,0,1
356,trisolv_0002,0,0,0,0,0,0,0,0,1
357,correlation_0000,0,0,0,0,0,1,0,0,1
358,durbin_1012,0,0,0,0,0,0,0,0,1
359,durbin_1102,0,0,0,0,0,0,0,0,1
360,bicg_0002,0,0,1,0,1,1,0,0,1
361,nussinov_1101,0,1,0,0,0,0,1,0,1
362,gramschmidt_0011,0,0,0,0,0,1,0,0,0
363,jacobi-2d_0011,0,0,0,1,1,0,0,1,1
364,gemm_0102,0,0,1,0,1,0,0,0,0
365,nussinov_1100,0,1,0,0,0,0,1,0,1
366,floyd-warshall_0000,1,0,0,0,0,0,0,0,0
367,doitgen_1001,0,1,0,0,0,1,0,0,1
368,gemver_1011,0,1,1,0,1,0,0,0,0
369,nussinov_0011,0,0,0,0,0,0,1,0,1
370,deriche_0000,0,0,0,0,0,0,1,0,1
371,cholesky_0000,0,0,0,0,1,0,0,0,1
372,trmm_1110,0,1,1,0,0,1,0,0,0
373,cholesky_1112,0,1,0,0,1,0,0,0,1
374,nussinov_0001,0,0,0,0,0,0,1,0,1
375,seidel-2d_0010,0,0,0,1,0,0,0,0,0
376,syr2k_1000,0,1,1,0,0,1,0,0,0
377,2mm_0012,0,0,0,1,1,0,0,0,1
378,deriche_1110,0,1,0,0,0,0,0,0,1
379,gramschmidt_1000,0,1,0,0,0,0,0,0,1
380,bicg_1011,0,1,1,0,0,1,0,0,0
381,gemver_0111,0,0,1,0,1,0,0,0,0
382,fdtd-2d_0112,0,0,1,1,1,0,0,1,1
383,trisolv_1100,0,1,0,0,1,1,0,0,1
384,seidel-2d_1111,0,1,0,1,0,0,0,0,0
385,floyd-warshall_0101,1,0,0,0,0,0,0,0,0
386,jacobi-1d_0012,0,0,0,1,1,0,0,1,1
387,nussinov_0100,0,0,0,0,0,0,1,0,1
388,adi_0001,0,0,0,0,0,0,1,0,1
389,syr2k_1112,0,1,1,0,1,0,0,0,1
390,syrk_0100,0,0,1,0,0,1,0,0,0
391,2mm_0111,0,0,1,0,1,1,0,0,1
392,ludcmp_1100,0,0,0,0,0,0,0,0,1
393,syr2k_1012,0,1,1,0,1,0,0,0,1
394,trmm_1000,0,1,1,0,0,1,0,0,0
395,covariance_0000,0,0,0,0,0,1,0,0,1
396,doitgen_1012,0,1,0,0,0,1,0,0,1
397,lu_1011,0,1,0,0,1,0,0,0,1
398,adi_0010,0,0,0,0,0,0,1,0,1
399,heat-3d_1100,0,1,0,1,1,0,0,1,1
400,symm_1102,0,0,0,0,0,0,0,0,1
401,jacobi-1d_0100,0,0,0,1,1,0,0,1,1
402,seidel-2d_0011,0,0,0,1,0,0,0,0,0
403,symm_1010,0,1,0,0,0,0,0,0,1
404,covariance_1100,0,1,1,0,0,1,0,0,1
405,trmm_0000,0,0,1,0,0,1,0,0,0
406,bicg_1111,0,1,0,0,0,1,0,0,0
407,gemm_1012,0,1,1,0,1,0,0,0,1
408,syr2k_0102,0,0,1,0,1,0,0,0,0
409,cholesky_0100,0,0,0,0,1,0,0,0,1
410,gramschmidt_0111,0,0,0,0,0,1,0,0,0
411,durbin_1002,0,0,0,0,0,0,0,0,1
412,3mm_1111,0,1,0,0,0,0,0,0,1
413,trmm_0011,0,0,1,0,0,1,0,0,0
414,syrk_0001,0,0,1,0,0,1,0,0,0
415,nussinov_0112,0,0,0,0,0,0,1,0,1
416,symm_0112,0,0,0,0,0,0,0,0,1
417,gesummv_0010,0,0,0,0,0,1,0,0,0
418,heat-3d_0102,0,0,0,1,1,0,0,1,1
419,covariance_0110,0,0,1,0,0,1,0,0,1
420,covariance_1012,0,1,0,0,0,0,0,0,1
421,syrk_0000,0,0,1,0,0,1,0,0,0
422,ludcmp_0010,0,0,0,0,0,0,0,0,1
423,trisolv_1101,0,1,0,0,1,1,0,0,1
424,nussinov_0012,0,0,0,0,0,0,1,0,1
425,syrk_1102,0,1,1,0,1,0,0,0,1
426,trisolv_1002,0,1,0,0,0,0,0,0,1
427,correlation_1101,0,1,1,0,1,1,0,0,1
428,jacobi-1d_1100,0,1,0,1,1,0,0,1,1
429,symm_0111,0,0,0,0,1,0,0,0,1
430,2mm_0100,0,0,1,0,0,1,0,0,0
431,nussinov_0002,0,0,0,0,0,0,1,0,1
432,cholesky_1002,0,1,0,0,1,0,0,0,1
433,floyd-warshall_1101,0,1,0,0,0,0,0,0,0
434,doitgen_1011,0,1,0,0,0,1,0,0,1
435,trisolv_1011,0,1,0,0,1,1,0,0,1
436,symm_1001,0,0,0,0,1,0,0,0,1
437,ludcmp_1112,0,0,0,0,0,0,0,0,1
438,gemm_0002,0,0,1,0,1,0,0,0,0
439,jacobi-1d_0111,0,0,0,1,1,0,0,1,1
440,doitgen_1111,0,1,1,0,0,1,0,0,1
441,syrk_0011,0,0,1,0,0,1,0,0,0
442,jacobi-1d_1110,0,1,0,1,1,0,0,1,1
443,adi_1010,0,1,0,0,0,0,0,0,1
444,jacobi-2d_0100,0,0,0,1,1,0,0,1,1
445,adi_0000,0,0,0,0,0,0,1,0,1
446,3mm_1002,0,1,0,0,0,0,0,0,1
447,syr2k_1110,0,1,1,0,0,1,0,0,0
448,heat-3d_0010,0,0,0,1,1,0,0,1,1
449,gesummv_1102,0,1,0,0,0,0,0,0,1
450,heat-3d_1012,0,1,0,1,1,0,0,1,1
451,gemver_1002,0,1,0,0,0,0,0,0,1
452,gramschmidt_0102,0,0,0,0,0,1,0,0,0
453,ludcmp_0101,0,0,0,0,0,0,0,0,1
454,floyd-warshall_0102,1,0,0,0,0,0,0,0,0
455,correlation_1112,0,1,0,0,0,0,0,0,1
456,syr2k_1002,0,1,1,0,1,0,0,0,1
457,jacobi-1d_0002,0,0,0,1,1,0,0,1,1
458,heat-3d_0000,0,0,0,1,1,0,0,1,1
459,2mm_1002,0,1,0,0,0,0,0,0,1
460,durbin_0100,0,0,0,0,0,0,0,0,1
461,covariance_0010,0,0,0,0,0,1,0,0,1
462,3mm_0002,0,0,1,1,1,0,0,0,1
463,atax_0011,0,0,1,0,0,1,0,0,0
464,lu_1002,0,1,0,0,1,0,0,0,1
465,bicg_1110,0,1,0,0,0,1,0,0,0
466,syrk_1002,0,1,1,0,1,0,0,0,1
467,adi_0100,0,0,0,0,0,0,1,0,1
468,mvt_0102,0,0,0,0,1,0,0,0,0
469,ludcmp_1011,0,0,0,0,0,0,0,0,1
470,doitgen_0002,0,0,0,0,0,1,0,0,1
471,syrk_0012,0,0,1,0,1,0,0,0,0
472,atax_1100,0,1,0,0,0,1,0,0,0
473,nussinov_1010,0,1,0,0,0,0,1,0,1
474,syrk_0112,0,0,1,0,1,0,0,0,0
475,trmm_0102,0,0,1,0,0,0,0,0,1
476,floyd-warshall_1011,0,1,0,0,0,0,0,0,0
477,deriche_0111,0,0,0,0,0,0,1,0,1
478,deriche_0011,0,0,0,0,0,0,1,0,1
479,3mm_0010,0,0,0,0,0,1,0,0,0
480,adi_1110,0,1,0,0,0,0,0,0,1
481,syrk_1001,0,1,1,0,0,1,0,0,0
482,doitgen_1000,0,1,0,0,0,1,0,0,1
483,syrk_0102,0,0,1,0,1,0,0,0,0
484,gesummv_0000,0,0,0,0,0,1,0,0,0
485,3mm_0100,0,0,1,0,0,1,0,0,0
486,atax_1002,0,1,0,0,0,0,0,0,1
487,syr2k_1102,0,1,1,0,1,0,0,0,0
488,gesummv_1011,0,1,0,0,0,1,0,0,0
489,bicg_1000,0,1,1,0,0,1,0,0,0
490,deriche_1112,0,1,0,0,0,0,0,0,1
491,fdtd-2d_0100,0,0,1,1,1,0,0,1,1
492,gemver_0010,1,0,0,0,0,0,0,0,0
493,jacobi-2d_0111,0,0,0,1,1,0,0,1,1
494,jacobi-2d_1011,0,1,0,1,1,0,0,1,1
495,syrk_1011,0,1,1,0,0,1,0,0,0
