file_name,no loop transformation,loop tiling,loop interchange,loop skewing,loop fusion,loop distribution,loop reverse,loop shifting,other loop transformation
111063,0,0,0,0,1,0,0,0,1
228965,0,1,1,1,1,0,0,0,1
79904,0,0,0,0,1,0,0,0,1
39323,0,0,0,0,1,0,0,0,0
81855,0,1,1,1,1,0,0,0,1
12606,0,0,0,0,1,0,0,0,1
194673,0,1,1,1,1,0,0,0,1
15561,0,0,0,0,1,0,0,0,1
240782,0,0,0,0,1,0,0,0,1
124576,0,1,1,1,1,0,0,0,1
80114,0,0,0,0,1,0,0,0,1
112980,0,1,0,1,1,0,0,0,1
145580,0,1,1,0,1,0,0,0,1
195170,0,1,1,1,1,0,0,0,1
98927,0,0,0,0,1,0,0,0,1
6681,0,0,0,0,1,0,0,0,1
188283,0,0,0,0,1,0,0,0,1
93014,0,1,0,1,1,0,0,0,1
67675,0,1,1,1,1,0,0,0,1
8671,0,1,1,1,1,0,0,0,1
39870,0,1,0,1,1,0,0,0,1
229857,0,1,1,1,1,0,0,0,1
172255,0,1,0,1,1,0,0,0,1
153089,0,1,0,1,1,0,0,0,1
225539,0,1,0,1,1,0,0,0,1
134067,0,1,0,1,1,0,0,0,1
143792,0,1,0,1,1,0,0,0,1
101145,0,1,1,0,1,0,0,0,1
214628,0,1,1,1,1,0,0,0,1
12516,0,0,0,0,1,0,0,0,1
176565,0,1,1,1,1,0,0,0,1
108747,0,0,0,0,1,0,0,0,1
50569,0,1,1,0,1,0,0,0,1
174235,0,0,0,0,1,0,0,0,1
165256,0,1,0,0,1,0,0,0,1
120451,0,1,1,1,1,0,0,0,1
65347,0,1,0,1,1,0,0,0,1
145113,0,1,0,1,1,0,0,0,1
80422,0,0,0,0,1,0,0,0,1
241005,0,1,1,1,1,0,0,0,1
190694,0,0,0,0,1,0,0,0,1
197814,0,1,1,1,1,0,0,0,1
28105,0,0,0,0,1,0,0,0,1
227164,0,1,0,1,1,0,0,0,1
206967,0,1,1,1,1,0,0,0,1
148559,0,0,0,1,1,0,0,0,1
84151,0,0,0,0,1,0,0,0,1
178423,0,1,1,0,1,0,0,0,1
222515,0,1,0,1,1,0,0,0,1
126201,0,1,0,1,1,0,0,0,1
235399,0,1,1,0,1,0,0,0,1
21860,0,1,1,1,1,0,0,0,1
60212,0,1,1,0,1,0,0,0,1
63496,0,1,0,1,1,0,0,0,1
229890,0,1,1,1,1,0,0,0,1
106396,0,0,0,0,1,0,0,0,1
24281,0,0,0,0,1,0,0,0,1
50728,0,1,1,1,1,0,0,0,1
33868,0,1,1,1,1,0,0,0,1
94690,0,0,0,0,1,0,0,0,1
89850,0,1,1,1,1,0,0,0,1
28061,0,1,1,0,1,0,0,0,1
79046,0,0,0,0,1,0,0,0,1
25687,0,1,1,1,1,0,0,0,1
229502,0,1,1,0,1,0,0,0,1
79378,0,1,1,1,1,0,0,0,1
189930,0,1,1,0,1,0,0,0,1
116976,0,1,0,1,1,0,0,0,1
69190,0,0,0,0,1,0,0,0,1
88369,0,0,0,0,1,0,0,0,0
132539,0,0,0,0,1,0,0,0,1
137952,0,0,0,0,1,0,0,0,1
10313,0,1,1,1,1,0,0,0,1
25449,0,1,0,1,1,0,0,0,1
198148,0,0,0,0,1,0,0,0,1
172290,0,0,0,0,1,0,0,0,1
165045,0,1,1,1,1,0,0,0,1
187187,0,1,0,1,1,0,0,0,1
115018,0,1,1,1,1,0,0,0,1
241921,0,1,1,1,1,0,0,0,1
48312,0,1,0,0,1,0,0,0,1
60529,0,1,0,1,1,0,0,0,1
57405,0,1,1,0,1,0,0,0,1
181083,0,0,0,0,1,0,0,0,1
60809,0,1,0,1,1,0,0,0,1
195765,0,0,0,0,1,0,0,0,1
199597,0,0,0,0,1,0,0,0,1
16694,0,1,1,1,1,0,0,0,1
69716,0,1,1,1,1,0,0,0,1
151586,0,1,1,0,1,0,0,0,1
125396,0,1,1,0,1,0,0,0,1
166553,0,1,1,1,1,0,0,0,1
65655,0,0,0,0,1,0,0,0,1
40860,0,1,1,0,1,0,0,0,1
38518,0,1,1,1,1,0,0,0,1
193911,0,1,0,1,1,0,0,0,1
56019,0,0,0,0,1,0,0,0,1
109876,0,1,1,1,1,0,0,0,1
90165,0,0,0,0,1,0,0,0,1
214610,0,1,1,0,1,0,0,0,1
130464,0,1,0,1,1,0,0,0,1
125481,0,0,0,0,1,0,0,0,1
102829,0,0,0,0,1,0,0,0,1
205725,0,1,1,0,1,0,0,0,1
126459,0,1,1,1,1,0,0,0,1
52493,0,1,1,0,1,0,0,0,1
204088,0,1,0,1,1,0,0,0,1
117132,0,1,1,1,1,0,0,0,1
212989,0,1,1,1,1,0,0,0,1
158729,0,0,0,0,1,0,0,0,1
183926,0,1,0,1,1,0,0,0,1
20933,0,0,0,0,1,0,0,0,1
242605,0,0,0,0,1,0,0,0,1
186746,0,1,1,1,1,0,0,0,1
136705,0,1,0,1,1,0,0,0,1
130330,0,1,1,0,1,0,0,0,1
128466,0,1,1,0,1,0,0,0,1
99762,0,1,1,1,1,0,0,0,1
125428,0,1,1,1,1,0,0,0,1
145293,0,1,1,1,1,0,0,0,1
100529,0,1,1,1,1,0,0,0,1
245004,0,0,0,0,1,0,0,0,1
176077,0,1,1,1,1,0,0,0,1
9618,0,1,0,1,1,0,0,0,1
209587,0,0,0,0,1,0,0,0,1
219525,0,0,0,0,1,0,0,0,1
3866,0,1,1,1,1,0,0,0,1
207586,0,1,1,1,1,0,0,0,1
59675,0,0,0,0,1,0,0,0,1
14090,0,1,1,0,1,0,0,0,1
241007,0,0,0,0,1,0,0,0,1
167016,0,1,0,1,1,0,0,0,1
120218,0,0,0,0,1,0,0,0,1
182118,0,1,1,1,1,0,0,0,1
4960,0,1,0,0,1,0,0,0,1
108043,0,1,1,1,1,0,0,0,1
74046,0,1,0,0,1,0,0,0,1
835,0,1,1,1,1,0,0,0,1
161378,0,1,1,1,1,0,0,0,1
169103,0,0,0,0,1,0,0,0,1
43170,0,1,0,1,1,0,0,0,1
129717,0,0,0,0,1,0,0,0,1
212121,0,0,0,0,1,0,0,0,1
3966,0,0,0,0,1,0,0,0,1
50857,0,1,1,0,1,0,0,0,1
61160,0,1,1,0,1,0,0,0,1
63340,0,1,1,0,1,0,0,0,1
166968,0,1,1,0,1,0,0,0,1
152313,0,1,1,0,1,0,0,0,1
83299,0,1,0,1,1,0,0,0,1
148245,0,1,1,1,1,0,0,0,1
112929,0,0,0,0,1,0,0,0,1
10047,0,0,0,0,1,0,0,0,1
233940,0,1,1,1,1,0,0,0,1
40922,0,1,1,0,1,0,0,0,1
99587,0,1,0,1,1,0,0,0,1
35312,0,1,1,1,1,0,0,0,1
28652,0,1,1,1,1,0,0,0,1
21847,0,1,1,1,1,0,0,0,1
18156,0,1,0,1,1,0,0,0,1
128865,0,1,1,1,1,0,0,0,1
40049,0,1,1,1,1,0,0,0,1
98184,0,1,1,1,1,0,0,0,1
241105,0,1,0,1,1,0,0,0,1
209338,0,1,1,0,1,0,0,0,1
217809,0,1,0,1,1,0,0,0,1
26465,0,1,0,1,1,0,0,0,1
55451,0,0,0,0,1,0,0,0,1
147840,0,1,0,1,1,0,0,0,1
91106,0,1,1,1,1,0,0,0,1
24670,0,0,0,0,1,0,0,0,1
70890,0,1,1,1,1,0,0,0,1
194572,0,1,1,1,1,0,0,0,1
31062,0,1,1,1,1,0,0,0,1
171925,0,0,0,0,1,0,0,0,1
68566,0,1,1,0,1,0,0,0,1
236738,0,0,0,1,1,0,0,0,1
135014,0,1,1,0,1,0,0,0,1
21351,0,0,0,0,1,0,0,0,1
120503,0,1,1,1,1,0,0,0,1
227826,0,1,0,1,1,0,0,0,1
15614,0,1,1,1,1,0,0,0,1
79457,0,1,1,1,1,0,0,0,1
208447,0,1,0,1,1,0,0,0,1
45626,0,1,1,0,1,0,0,0,1
200592,0,0,0,0,1,0,0,0,1
91855,0,1,0,0,1,0,0,0,1
191302,0,0,0,0,1,0,0,0,1
189808,0,0,0,0,1,0,0,0,1
102435,0,0,0,0,1,0,0,0,1
186606,0,1,0,1,1,0,0,0,1
3014,0,0,0,0,1,0,0,0,1
59459,0,1,1,1,1,0,0,0,1
154452,0,1,1,1,1,0,0,0,1
33724,0,0,0,0,1,0,0,0,1
217914,0,0,0,1,1,0,0,0,1
66697,0,0,0,0,1,0,0,0,1
157648,0,1,0,0,1,0,0,0,1
249068,0,0,0,0,1,0,0,0,1
160867,0,1,1,0,1,0,0,0,1
90057,0,1,1,1,1,0,0,0,1
89494,0,1,1,0,1,0,0,0,1
177537,0,1,1,0,1,0,0,0,1
220025,0,1,1,1,1,0,0,0,1
241365,0,1,1,1,1,0,0,0,1
206767,0,1,1,1,1,0,0,0,1
175572,0,1,1,1,1,0,0,0,1
97377,0,0,0,0,1,0,0,0,1
189252,0,0,0,0,1,0,0,0,1
46252,0,1,0,1,1,0,0,0,1
68145,0,1,0,1,1,0,0,0,1
49790,0,1,1,1,1,0,0,0,1
122194,0,1,0,1,1,0,0,0,1
76241,0,1,1,0,1,0,0,0,1
247003,0,1,0,1,1,0,0,0,1
110351,0,0,0,0,1,0,0,0,1
201267,0,0,0,0,1,0,0,0,1
82776,0,1,1,0,1,0,0,0,1
51588,0,1,0,1,1,0,0,0,1
152244,0,1,1,0,1,0,0,0,1
97831,0,1,0,1,1,0,0,0,1
226199,0,0,0,0,1,0,0,0,1
50636,0,0,0,0,1,0,0,0,1
28743,0,0,0,0,1,0,0,0,1
237851,0,1,0,1,1,0,0,0,1
18920,0,0,0,0,1,0,0,0,1
31266,0,1,1,0,1,0,0,0,1
244476,0,1,1,1,1,0,0,0,1
243565,0,1,0,1,1,0,0,0,1
140025,0,1,0,1,1,0,0,0,1
88708,0,1,1,0,1,0,0,0,1
100958,0,1,1,1,1,0,0,0,1
221411,0,0,0,0,1,0,0,0,1
2246,0,1,0,1,1,0,0,0,1
17470,0,0,0,0,1,0,0,0,1
119559,0,1,1,1,1,0,0,0,1
159532,0,1,1,1,1,0,0,0,1
114887,0,0,0,0,1,0,0,0,1
42776,0,1,1,0,1,0,0,0,1
231949,0,0,0,0,1,0,0,0,1
55259,0,1,0,1,1,0,0,0,1
245515,0,1,1,0,1,0,0,0,1
31286,0,1,1,1,1,0,0,0,1
150183,0,0,0,0,1,0,0,0,0
156491,0,0,0,0,1,0,0,0,1
50806,0,1,0,1,1,0,0,0,1
238962,0,1,1,1,1,0,0,0,1
97096,0,0,0,0,1,0,0,0,1
199915,0,1,1,0,1,0,0,0,1
185564,0,1,1,1,1,0,0,0,1
91486,0,1,1,1,1,0,0,0,1
11300,0,1,1,0,1,0,0,0,1
135604,0,1,0,1,1,0,0,0,1
79186,0,1,1,1,1,0,0,0,1
17588,0,1,0,1,1,0,0,0,1
212737,0,1,1,1,1,0,0,0,1
95968,0,1,1,0,1,0,0,0,1
172185,0,0,0,0,1,0,0,0,1
167180,0,1,1,0,1,0,0,0,1
61860,0,0,0,0,1,0,0,0,1
27713,0,1,1,1,1,0,0,0,1
146466,0,1,1,0,1,0,0,0,1
235674,0,1,0,1,1,0,0,0,1
216203,0,0,0,0,1,0,0,0,1
196074,0,0,0,0,1,0,0,0,1
248076,0,1,1,0,1,0,0,0,1
249513,0,0,0,0,1,0,0,0,1
105738,0,1,1,1,1,0,0,0,1
81622,0,1,1,1,1,0,0,0,1
79907,0,1,1,1,1,0,0,0,1
145703,0,1,1,0,1,0,0,0,1
841,0,1,1,1,1,0,0,0,1
174410,0,1,0,1,1,0,0,0,1
42894,0,1,1,0,1,0,0,0,1
91442,0,1,1,1,1,0,0,0,1
36490,0,1,1,0,1,0,0,0,1
34969,0,1,1,1,1,0,0,0,1
99790,0,1,1,0,1,0,0,0,1
24979,0,1,1,1,1,0,0,0,1
82550,0,0,0,0,1,0,0,0,1
6676,0,0,0,0,1,0,0,0,1
230060,0,1,0,1,1,0,0,0,1
135095,0,1,1,1,1,0,0,0,1
29421,0,1,1,1,1,0,0,0,1
209314,0,1,1,1,1,0,0,0,1
114102,0,0,0,1,1,0,0,0,1
222939,0,1,1,1,1,0,0,0,1
225236,0,1,0,1,1,0,0,0,1
128704,0,1,0,1,1,0,0,0,1
65251,0,1,0,1,1,0,0,0,1
65657,0,1,1,1,1,0,0,0,1
150726,0,1,0,1,1,0,0,0,1
150847,0,0,0,0,1,0,0,0,1
87658,0,1,1,1,1,0,0,0,1
39896,0,1,1,1,1,0,0,0,1
69459,0,0,0,0,1,0,0,0,1
131705,0,1,0,1,1,0,0,0,1
16826,0,1,0,0,1,0,0,0,1
222240,0,0,0,0,1,0,0,0,1
90028,0,1,0,1,1,0,0,0,1
63870,0,1,1,1,1,0,0,0,1
16904,0,1,1,1,1,0,0,0,1
203097,0,1,1,1,1,0,0,0,1
179637,0,0,0,0,1,0,0,0,1
115669,0,1,1,1,1,0,0,0,1
81338,0,1,0,1,1,0,0,0,1
18068,0,0,0,0,1,0,0,0,1
61561,0,0,0,0,1,0,0,0,1
16279,0,1,0,1,1,0,0,0,1
90041,0,1,1,0,1,0,0,0,1
38118,0,1,1,0,1,0,0,0,1
140633,0,1,1,1,1,0,0,0,1
133117,0,1,1,1,1,0,0,0,1
57426,0,0,0,0,1,0,0,0,1
217032,0,1,1,0,1,0,0,0,1
213064,0,1,0,1,1,0,0,0,1
171909,0,1,0,1,1,0,0,0,1
45392,0,0,0,0,1,0,0,0,0
233726,0,0,0,0,1,0,0,0,1
197519,0,1,0,0,1,0,0,0,1
47931,0,0,0,1,1,0,0,0,1
217685,0,1,1,0,1,0,0,0,1
236589,0,1,1,0,1,0,0,0,1
176100,0,0,0,0,1,0,0,0,1
48173,0,0,0,0,1,0,0,0,1
54309,0,1,1,1,1,0,0,0,1
116196,0,0,0,0,1,0,0,0,1
27897,0,1,1,0,1,0,0,0,1
223237,0,1,1,1,1,0,0,0,1
101760,0,0,0,0,1,0,0,0,1
27492,0,1,1,0,1,0,0,0,1
151196,0,1,1,0,1,0,0,0,1
208971,0,0,0,0,1,0,0,0,1
97606,0,0,0,1,1,0,0,0,1
152651,0,1,1,1,1,0,0,0,1
95921,0,0,0,0,1,0,0,0,1
207332,0,1,1,0,1,0,0,0,1
196424,0,0,0,0,1,0,0,0,1
210615,0,1,0,0,1,0,0,0,1
71725,0,1,1,1,1,0,0,0,1
228737,0,1,1,1,1,0,0,0,1
5100,0,1,1,0,1,0,0,0,1
168554,0,0,0,0,1,0,0,0,1
204421,0,1,1,1,1,0,0,0,1
28007,0,1,1,1,1,0,0,0,0
234637,0,0,0,0,1,0,0,0,1
85374,0,1,1,0,1,0,0,0,1
178146,0,1,0,1,1,0,0,0,1
109359,0,0,0,0,1,0,0,0,1
112686,0,1,1,1,1,0,0,0,1
115069,0,1,0,0,1,0,0,0,1
29442,0,1,1,1,1,0,0,0,1
117773,0,1,1,1,1,0,0,0,1
122620,0,1,0,1,1,0,0,0,1
215643,0,0,0,0,1,0,0,0,1
169373,0,1,1,1,1,0,0,0,1
97902,0,1,1,0,1,0,0,0,1
56847,0,0,0,0,1,0,0,0,1
104892,0,1,0,1,1,0,0,0,1
3878,0,1,1,1,1,0,0,0,1
37343,0,1,1,1,1,0,0,0,1
27865,0,0,0,0,1,0,0,0,1
32629,0,1,1,1,1,0,0,0,1
139904,0,1,1,1,1,0,0,0,1
11279,0,0,0,0,1,0,0,0,1
145400,0,1,1,1,1,0,0,0,1
7101,0,1,1,1,1,0,0,0,1
80239,0,1,1,1,1,0,0,0,1
235883,0,0,0,0,1,0,0,0,1
163605,0,0,0,0,1,0,0,0,1
73279,0,1,1,1,1,0,0,0,1
96728,0,1,1,1,1,0,0,0,1
224727,0,0,0,0,1,0,0,0,1
114925,0,1,1,0,1,0,0,0,1
104987,0,1,1,1,1,0,0,0,1
34864,0,1,1,1,1,0,0,0,1
153458,0,1,0,1,1,0,0,0,1
202249,0,0,0,1,1,0,0,0,1
246034,0,1,0,1,1,0,0,0,1
104911,0,1,1,1,1,0,0,0,1
231930,0,0,0,0,1,0,0,0,1
109118,0,0,0,1,1,0,0,0,1
97262,0,1,0,1,1,0,0,0,1
130592,0,0,0,0,1,0,0,0,1
182083,0,1,1,1,1,0,0,0,1
23033,0,1,1,1,1,0,0,0,1
170156,0,1,1,1,1,0,0,0,1
13907,0,1,0,1,1,0,0,0,1
66830,0,1,0,1,1,0,0,0,1
164381,0,1,1,1,1,0,0,0,1
249183,0,1,0,1,1,0,0,0,1
159313,0,0,0,0,1,0,0,0,1
221326,0,1,1,0,1,0,0,0,1
53437,0,1,1,0,1,0,0,0,1
200830,0,1,1,0,1,0,0,0,1
42279,0,1,1,1,1,0,0,0,1
146775,0,0,0,0,1,0,0,0,0
143864,0,1,1,1,1,0,0,0,1
183718,0,0,0,0,1,0,0,0,1
121248,0,0,0,0,1,0,0,0,1
92050,0,0,0,0,1,0,0,0,1
140066,0,1,1,1,1,0,0,0,1
38893,0,1,1,0,1,0,0,0,1
180172,0,1,1,1,1,0,0,0,1
50376,0,1,1,1,1,0,0,0,1
13987,0,1,1,1,1,0,0,0,1
10640,0,1,1,0,1,0,0,0,1
71334,0,1,1,1,1,0,0,0,1
103378,0,1,1,1,1,0,0,0,1
202482,0,1,1,0,1,0,0,0,1
74180,0,0,0,0,1,0,0,0,1
135423,0,1,1,1,1,0,0,0,1
55520,0,1,1,1,1,0,0,0,1
152848,0,1,1,1,1,0,0,0,1
157641,0,1,1,1,1,0,0,0,1
119331,0,1,0,1,1,0,0,0,1
79098,0,1,0,1,1,0,0,0,1
26659,0,1,0,1,1,0,0,0,1
189681,0,0,0,0,1,0,0,0,1
50025,0,0,0,0,1,0,0,0,1
14935,0,0,0,0,1,0,0,0,1
167115,0,0,0,0,1,0,0,0,1
239025,0,0,0,0,1,0,0,0,1
181961,0,0,0,0,1,0,0,0,1
125037,0,1,1,1,1,0,0,0,1
11026,0,1,1,1,1,0,0,0,1
152319,0,0,0,0,1,0,0,0,1
221971,0,1,1,1,1,0,0,0,1
9794,0,1,0,1,1,0,0,0,1
182970,0,1,1,1,1,0,0,0,1
218345,0,1,1,1,1,0,0,0,1
94288,0,0,0,0,1,0,0,0,1
18358,0,1,1,1,1,0,0,0,1
137247,0,1,1,1,1,0,0,0,1
12041,0,1,1,1,1,0,0,0,1
84200,0,1,1,0,1,0,0,0,1
118555,0,1,1,1,1,0,0,0,1
129094,0,1,1,1,1,0,0,0,1
221397,0,1,1,0,1,0,0,0,1
196582,0,1,0,1,1,0,0,0,1
154805,0,0,0,0,1,0,0,0,1
79630,0,1,1,0,1,0,0,0,1
210064,0,0,0,0,1,0,0,0,1
213466,0,1,1,1,1,0,0,0,1
9351,0,1,1,0,1,0,0,0,1
184436,0,0,0,0,1,0,0,0,1
91719,0,1,1,1,1,0,0,0,1
101290,0,1,1,0,1,0,0,0,1
153685,0,0,0,0,1,0,0,0,1
212176,0,0,0,0,1,0,0,0,1
217674,0,0,0,0,1,0,0,0,1
31211,0,1,1,1,1,0,0,0,1
203552,0,1,1,1,1,0,0,0,1
248843,0,0,0,0,1,0,0,0,1
39315,0,1,0,1,1,0,0,0,1
103290,0,1,1,0,1,0,0,0,1
61046,0,1,1,1,1,0,0,0,1
243999,0,1,0,1,1,0,0,0,1
114401,0,1,1,0,1,0,0,0,1
29298,0,0,0,0,1,0,0,0,1
92427,0,1,1,1,1,0,0,0,1
51351,0,0,0,0,1,0,0,0,1
103201,0,1,0,1,1,0,0,0,1
221605,0,1,0,1,1,0,0,0,1
83986,0,0,0,0,1,0,0,0,1
35723,0,0,0,0,1,0,0,0,1
39086,0,1,1,1,1,0,0,0,1
162224,0,0,0,0,1,0,0,0,1
78789,0,1,0,1,1,0,0,0,1
186808,0,1,1,1,1,0,0,0,1
243444,0,0,0,0,1,0,0,0,1
99826,0,0,0,0,1,0,0,0,1
67160,0,1,1,0,1,0,0,0,1
243921,0,0,0,0,1,0,0,0,1
184790,0,0,0,0,1,0,0,0,1
16121,0,1,1,1,1,0,0,0,1
239028,0,0,0,1,1,0,0,0,1
242347,0,0,0,0,1,0,0,0,1
226184,0,1,0,1,1,0,0,0,1
83926,0,1,1,1,1,0,0,0,1
149579,0,0,0,0,1,0,0,0,1
113826,0,1,0,1,1,0,0,0,1
16117,0,1,0,1,1,0,0,0,1
122676,0,0,0,0,1,0,0,0,1
42906,0,1,1,1,1,0,0,0,1
109987,0,0,0,0,1,0,0,0,1
120768,0,1,0,1,1,0,0,0,1
169010,0,1,1,1,1,0,0,0,1
110151,0,0,0,0,1,0,0,0,1
233685,0,1,1,0,1,0,0,0,1
24693,0,1,0,1,1,0,0,0,1
47219,0,1,0,1,1,0,0,0,1
103787,0,1,1,1,1,0,0,0,1
25547,0,1,1,0,1,0,0,0,1
90367,0,1,0,1,1,0,0,0,1
108799,0,1,1,0,1,0,0,0,1
41271,0,1,1,0,1,0,0,0,1
95609,0,1,1,0,1,0,0,0,1
109797,0,1,1,1,1,0,0,0,1
18388,0,1,1,1,1,0,0,0,1
20738,0,1,1,1,1,0,0,0,1
222589,0,1,1,1,1,0,0,0,1
220969,0,1,0,1,1,0,0,0,1
53677,0,1,1,0,1,0,0,0,1
21699,0,0,0,0,1,0,0,0,1
179665,0,1,1,1,1,0,0,0,1
210104,0,0,0,0,1,0,0,0,1
4123,0,1,1,1,1,0,0,0,1
178953,0,0,0,0,1,0,0,0,1
205524,0,1,0,1,1,0,0,0,1
243783,0,1,1,1,1,0,0,0,1
101651,0,1,1,0,1,0,0,0,1
138208,0,0,0,0,1,0,0,0,1
111610,0,0,0,0,1,0,0,0,1
219911,0,1,0,1,1,0,0,0,1
102979,0,0,0,0,1,0,0,0,1
132082,0,0,0,1,1,0,0,0,1
52639,0,1,0,1,1,0,0,0,1
139453,0,1,0,0,1,0,0,0,1
102203,0,1,1,0,1,0,0,0,1
118458,0,0,0,0,1,0,0,0,1
184108,0,1,1,1,1,0,0,0,1
76740,0,0,0,0,1,0,0,0,1
11520,0,0,0,0,1,0,0,0,1
157759,0,1,0,0,1,0,0,0,1
96587,0,1,1,1,1,0,0,0,1
242002,0,0,0,0,1,0,0,0,1
37175,0,1,0,1,1,0,0,0,1
134910,0,0,0,0,1,0,0,0,1
173083,0,0,0,0,1,0,0,0,1
37670,0,1,1,1,1,0,0,0,1
21801,0,1,1,1,1,0,0,0,1
84329,0,1,1,1,1,0,0,0,1
119579,0,1,1,0,1,0,0,0,1
17180,0,1,1,1,1,0,0,0,1
161470,0,0,0,0,1,0,0,0,1
29694,0,1,1,1,1,0,0,0,1
207429,0,1,1,1,1,0,0,0,1
144468,0,1,1,1,1,0,0,0,1
167369,0,1,1,1,1,0,0,0,1
